Month,RPI,W875RX1,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPMAT,IPMANSICS,CUMFNS,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,AMBSL,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXMMTH,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,PPIFGS,PPIFCG,PPIITM,PPICRM,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,MZMSL,DTCOLNVHFNM,DTCTHFNM,INVEST,VXOCLSx,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,ACOGNO,IPDCONGD,IPNCONGD,IPBUSEQ,IPDMAT,IPNMAT,IPB51222S,IPFUELS,USTPU,DPCERA3M086SBEA,NAPMPI,HWI,HWIURATIO,NAPMEI,NAPM,NAPMNOI,NAPMSDI,NAPMII,NAPMPRI,CUUR0000SAD,CUUR0000SA0L2,WPSFD49207,WPSFD49502,WPSID61,WPSID62,BOGMBASE,TWEXAFEGSMTHx,VIXCLSx
1999-08,3836.968312757202,3321.054004106776,434465.87860082305,90583.21765913758,77.7196386036961,76.5462566735113,76.3673388090349,77.83228542094457,79.29524845995893,75.78681519507185,81.61663244353183,102360.51745379876,96116.85626283368,6.013141683778233,13.611088295687884,2620.258726899384,1896.989733059548,1726.971252566735,832.0,894.9691991786448,339.7145790554415,86862.07802874743,23702.23819301848,725.1149897330596,4158.418891170431,18818.70431211499,10956.733059548254,7861.971252566736,63159.839835728955,4919.936344969199,14699.952772073922,4923.831622176592,14788.022587268992,40.0694045174538,3.450308008213552,40.59876796714579,1508.6016427104723,197.9507186858316,312.30800821355234,636.7084188911705,361.6899383983573,1374.492631578947,192.9557894736842,280.5073684210526,539.0589473684211,362.1831578947368,78586.82340862423,23837.21164021164,261117.56468172485,476726.5637860082,1.4988683127572018,501.835523613963,1788.346406570842,1923.4455852156057,182.36221765913757,38.72174948665298,37958.96098562628,485.7200626959248,577.4677115987462,314.05473251028803,0.1310761149485596,240.9168788501027,277.82032854209444,3.4698138526152267,15.946036072206612,6.531663244353183,6.636755646817249,5.9347022587269,6.099178644763861,6.5758932238193015,7.136714579055441,7.296632443531828,7.989466119096509,8.977248459958933,0.1050924024640657,-0.5969609856262834,-0.4324845995893224,0.044229979466119,0.6050513347022587,0.7649691991786448,1.457802874743326,2.4455852156057496,98.81799373040754,2.688368377823408,245.58287741273105,2.079388090349076,1.1640314168377823,78.0669404517454,77.48624229979467,75.0876796714579,71.26694045174538,14.421934291581108,84.14106776180698,82.55667351129364,87.32258726899386,77.6381930184805,95.64640657084188,80.36529774127308,78.63983572895278,84.2071868583162,82.39835728952772,82.37022587268994,81.7663244353183,7.500225872689938,9.264969199178646,7.0247022587269,86.87027027027028,1336.7258726899383,38791.45154639176,99786.98350515464,549.5028213166144,18.5673006741573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09,3842.56180698152,3321.054004106776,434465.87860082305,90916.72950819672,77.83833401639345,76.64795491803278,76.47359631147542,77.91118442622951,79.44287704918034,75.91797745901638,81.61270491803279,102436.1393442623,96193.2786885246,6.009426229508197,13.610245901639344,2620.2602459016393,1896.811475409836,1726.4016393442623,831.8217213114754,894.577868852459,339.60655737704917,86948.32172131147,23705.24795081967,724.7151639344262,4162.665983606557,18817.866803278688,10956.803278688523,7861.063524590164,63243.07377049181,4924.2827868852455,14716.772540983606,4929.4057377049185,14799.165983606556,40.07192622950819,3.452459016393442,40.60102459016394,1509.0368852459017,197.9139344262295,312.41803278688525,636.9590163934427,361.80122950819674,1375.0063025210084,192.88025210084032,280.61764705882354,539.4936974789916,362.2268907563025,78850.8668032787,23926.551451187333,261600.75204918033,478039.15811088297,1.498542094455852,503.0661885245902,1793.9735655737704,1925.0608606557375,183.1295081967213,38.72820081967213,37966.272540983606,488.191875,581.8543750000001,314.9792607802875,0.1310160846447638,243.14346311475413,280.5666393442623,3.4698138526152262,15.946036072206612,6.528668032786885,6.633975409836066,5.932213114754099,6.096659836065574,6.573073770491803,7.134057377049181,7.293852459016394,7.988258196721311,8.975553278688524,0.1053073770491803,-0.5964549180327869,-0.4320081967213114,0.044405737704918,0.605389344262295,0.7651844262295082,1.4595901639344262,2.446885245901639,98.80525,2.68595225409836,245.3116559426229,2.07841762295082,1.164705942622951,78.18012295081968,77.59897540983607,75.18852459016394,71.32971311475409,14.435946721311474,84.19016393442624,82.73012295081966,87.40963114754098,77.77827868852458,95.96700819672132,80.49774590163933,78.73668032786885,84.42254098360655,82.57274590163935,82.53073770491804,81.9313524590164,7.515348360655738,9.28110655737705,7.0389959016393435,86.92305389221558,1342.5295081967213,38935.09053497943,100350.38477366256,551.6575,18.58111322869955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10,3848.215368852459,3325.6401639344263,435231.81930184807,91250.32719836402,77.95458895705521,76.74834969325153,76.57990184049079,77.99079141104295,79.58599591002046,76.0469754601227,81.60736196319019,102511.70143149284,96269.67280163598,6.005725971370143,13.608588957055211,2620.196319018405,1896.676891615542,1725.717791411043,831.5480572597137,894.1676891615542,339.5112474437628,87034.23517382413,23708.155419222905,724.2965235173824,4166.967280163599,18816.89161554192,10956.79345603272,7860.098159509203,63326.079754601225,4928.6155419222905,14733.366053169731,4934.959100204499,14810.171779141105,40.07423312883436,3.45521472392638,40.60368098159508,1509.2719836400818,197.76687116564415,312.5419222903885,637.1676891615542,361.85071574642126,1375.2809224318655,192.78406708595384,280.72746331236897,539.7547169811321,362.2264150943397,79111.18404907975,24012.21052631579,262089.85071574643,479351.90573770495,1.4981762295081966,504.2740286298568,1799.6721881390597,1926.7032719836404,183.90858895705523,38.734451942740286,37973.38854805726,489.69314641744546,584.4040498442369,315.94856557377057,0.1309620922479508,245.34188139059304,283.3142126789366,3.456015786605317,15.946036072206612,6.5259918200408995,6.631288343558282,5.929652351738242,6.094171779141105,6.570368098159509,7.1313292433537825,7.291042944785277,7.987034764826175,8.9739672801636,0.1052965235173824,-0.5963394683026585,-0.4318200408997954,0.0443762781186094,0.6053374233128834,0.7650511247443763,1.461042944785276,2.447975460122699,98.78791277258568,2.683580572597137,245.02855480572595,2.077489775051125,1.1653447852760737,78.29570552147239,77.71492842535788,75.29018404907976,71.4040899795501,14.45525971370143,84.24580777096114,82.9042944785276,87.499591002045,77.91963190184049,96.2879345603272,80.63169734151327,78.83415132924334,84.63803680981596,82.7480572597137,82.6922290388548,82.09713701431492,7.530613496932515,9.297341513292432,7.053435582822086,86.98358208955224,1348.3910020449896,39077.93429158111,100921.94455852156,554.0068535825545,18.597820805369125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11,7120.79696969697,5617.389361702128,435231.81930184807,91578.07959183674,78.14467959183673,76.8782387755102,76.71112857142857,78.22945102040818,79.8821836734694,76.26473673469387,81.61489795918368,102587.51836734694,96346.4612244898,6.001836734693877,13.607755102040814,2619.8918367346937,1896.5877551020408,1725.108163265306,831.3020408163266,893.804081632653,339.40816326530614,87120.68979591837,23711.220408163263,723.9020408163266,4171.342857142857,18815.97551020408,10956.814285714288,7859.161224489796,63409.4693877551,4932.944897959183,14749.936734693878,4940.5142857142855,14821.355102040816,40.07612244897959,3.4575510204081628,40.605918367346945,1509.495918367347,197.6244897959184,312.67551020408166,637.4040816326531,361.8469387755102,1375.7384937238494,192.67782426778243,280.826359832636,540.1966527196653,362.2489539748954,79356.55918367347,24093.35695538058,262568.00204081635,480667.91411042947,1.4978527607361962,505.4865306122449,1805.4108163265305,1928.366326530612,184.7026530612245,38.73847551020409,37978.39183673469,491.5198757763975,587.0034161490682,316.8979550102249,0.129402808803681,247.4942653061225,285.998,3.456015786605317,16.060392928948666,6.523285714285714,6.629857142857143,5.927469387755102,6.091897959183674,6.568040816326531,7.129081632653061,7.288632653061224,7.986142857142857,8.972755102040816,0.1065714285714285,-0.5958163265306123,-0.4313877551020408,0.0447551020408163,0.6057959183673469,0.7653469387755102,1.4628571428571429,2.449469387755102,98.36288819875776,2.6811438775510203,244.74475163265305,2.076632040816327,1.1659820408163266,78.41061224489795,77.82938775510206,75.39204081632653,71.47265306122449,14.471963265306124,84.30510204081632,83.07836734693878,87.59081632653061,78.06102040816327,96.60836734693878,80.76530612244898,78.9308163265306,84.8534693877551,82.9230612244898,82.85367346938774,82.26265306122448,7.545795918367347,9.313632653061225,7.067795918367348,87.03184523809523,1354.3040816326532,39372.298568507154,102074.61554192228,556.158695652174,18.612937276785715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12,4191.127291242363,4126.544303797468,435231.81930184807,91914.8716904277,78.2719531568228,76.9879083503055,76.82494093686354,78.31462118126272,80.03929938900204,76.40621792260691,81.61283095723016,102663.36252545824,96423.32179226069,5.997963340122199,13.606313645621182,2619.849287169043,1896.3503054989817,1724.417515274949,831.0794297352343,893.3360488798371,339.30142566191444,87207.25050916497,23714.41955193483,723.5050916496945,4175.877800407332,18815.0366598778,10956.77596741344,7858.260692464359,63492.830957230144,4937.331975560081,14766.598778004074,4946.116089613035,14832.44399185336,40.078615071283096,3.460285132382892,40.60835030549897,1509.7209775967412,197.55193482688392,312.76171079429736,637.5071283095723,361.9551934826884,1376.231732776618,192.61169102296452,280.9749478079332,540.5720250521921,362.2839248434238,79617.15478615071,24173.476439790575,263063.0122199593,481986.7346938776,1.4975102040816326,506.75987780040737,1811.2272912423623,1930.078207739308,185.52505091649695,38.742963340122195,37983.947046843175,493.105572755418,589.6331269349845,317.86183673469384,0.1293410646836734,249.82319755600815,288.8857637474542,3.456015786605317,16.060392928948666,6.521038696537678,6.628268839103868,5.9257230142566195,6.090081466395112,6.565967413441956,7.126720977596741,7.286069246435845,7.984867617107942,8.971079429735235,0.1072301425661914,-0.5953156822810591,-0.4309572301425662,0.0449287169042769,0.6056822810590631,0.765030549898167,1.4638289205702648,2.450040733197556,98.34588235294116,2.678848879837067,244.45942321792265,2.075703054989817,1.1665959266802446,78.52566191446029,77.94460285132384,75.49450101832994,71.55010183299389,14.493344195519349,84.37026476578411,83.2521384928717,87.68044806517311,78.20183299389002,96.92932790224032,80.89796334012219,79.02668024439919,85.06945010183298,83.09796334012218,83.01486761710794,82.42810590631365,7.560835030549898,9.329816700611,7.0818533604887985,87.09169139465875,1360.2857433808554,39372.298568507154,102074.61554192228,558.2006191950464,18.620991982182627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01,4198.014837398374,4132.787878787879,514807.06329113926,92257.0650406504,78.39991869918698,77.095331300813,76.9357906504065,78.39816463414635,80.20287398373983,76.54845934959349,81.61117886178862,102739.71951219512,96500.8800813008,5.994308943089431,13.604878048780488,2619.920731707317,1895.8475609756097,1723.7967479674796,830.7865853658536,893.010162601626,339.1910569105691,87294.02235772357,23717.634146341465,723.1077235772358,4180.371951219512,18814.154471544716,10956.80894308943,7857.345528455285,63576.38821138212,4941.674796747968,14783.294715447157,4951.701219512195,14843.560975609756,40.08048780487805,3.46260162601626,40.61056910569106,1510.138211382114,197.46341463414635,312.9349593495935,637.8658536585366,361.9288617886179,1376.74375,192.55625,281.0708333333333,540.9708333333333,362.35625,79887.331300813,24264.27676240209,263559.26422764227,483323.6048879837,1.4971690427698572,508.0164634146341,1817.0225609756096,1931.7695121951224,186.3920731707317,38.748892276422765,37990.76829268293,494.6925925925926,592.3570987654322,318.8429735234215,0.1292820908879837,252.21924796747967,291.9251219512195,3.4422686357743904,16.060392928948666,6.518556910569106,6.626849593495935,5.924247967479674,6.088760162601626,6.564491869918699,7.124817073170733,7.284024390243903,7.983983739837398,8.969491869918699,0.1082926829268292,-0.5943089430894308,-0.4297967479674796,0.0459349593495934,0.606260162601626,0.7654674796747968,1.4654268292682926,2.4509349593495933,98.33009259259258,2.676623780487805,244.17105914634143,2.0747630081300814,1.1672170731707316,78.6410569105691,78.06036585365852,75.59654471544715,71.61930894308942,14.516894308943089,84.43475609756096,83.4260162601626,87.76971544715447,78.34410569105691,97.25081300813008,81.03109756097561,79.12154471544716,85.28495934959349,83.2729674796748,83.1760162601626,82.59349593495935,7.576077235772358,9.346321138211383,7.0961991869918695,87.14585798816567,1366.2951219512197,39663.85743380855,103228.28309572302,560.4271604938272,18.631214888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02,4204.974036511156,4139.103274559194,515766.4292929293,92605.22515212982,78.52558012170387,77.19666328600405,77.04151318458418,78.47558620689655,80.37170182555782,76.68941582150102,81.60872210953347,102817.14401622718,96579.41987829616,5.99026369168357,13.604056795131845,2619.569979716024,1895.559837728195,1723.083164300203,830.4543610547668,892.6288032454361,339.15618661257605,87381.38336713996,23721.048681541582,722.7180527383367,4185.103448275862,18813.227180527385,10956.805273833672,7856.421906693712,63660.33468559838,4946.079107505071,14800.09939148073,4957.219066937119,14854.762677484789,40.08235294117647,3.464908722109533,40.61257606490872,1510.5882352941176,197.25963488843817,313.2312373225152,638.1987829614604,361.9533468559838,1377.5654885654883,192.55301455301455,281.27442827442826,541.4241164241164,362.5239085239085,80171.10750507099,24374.203125,264078.75253549695,484670.44715447153,1.4968292682926827,509.28722109533464,1823.439959432049,1933.8791075050713,187.24137931034485,38.76048478701826,38003.13995943205,496.2523076923077,595.0784615384615,319.8333333333333,0.1292242525487805,254.59931034482756,294.96129817444216,3.4422686357743904,16.163774120853063,6.516389452332657,6.625192697768762,5.9230223123732255,6.087565922920892,6.563590263691684,7.123711967545639,7.282758620689656,7.983569979716025,8.968194726166328,0.1088032454361054,-0.593367139959432,-0.4288235294117646,0.0472008113590263,0.6073225152129816,0.766369168356998,1.467180527383367,2.4518052738336715,98.31412307692308,2.674420283975659,243.88936531440163,2.0738819472616634,1.1677878296146047,78.75476673427991,78.17423935091279,75.70020283975659,71.69350912778903,14.542580121703857,84.50689655172413,83.60081135902638,87.85659229208926,78.48620689655172,97.5713995943205,81.16288032454362,79.21359026369167,85.50060851926976,83.44807302231236,83.33651115618662,82.75983772819473,7.591277890466531,9.362738336713996,7.110405679513185,87.21917404129792,1372.6904665314405,39815.96341463415,103800.3800813008,562.5849230769231,18.64498824833703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03,4204.974036511156,4145.134170854271,516743.3324937027,92955.62955465588,78.65461943319838,77.30493319838057,77.15413157894737,78.55886842105264,80.53679149797571,76.8344898785425,81.6082995951417,102894.77125506072,96657.92712550607,5.986437246963563,13.601821862348176,2619.5364372469635,1895.495951417004,1722.18016194332,830.1356275303643,892.0445344129555,339.0425101214575,87468.27935222672,23724.48987854251,722.3218623481781,4189.763157894737,18812.404858299597,10956.912955465586,7855.491902834008,63743.78947368421,4950.477732793523,14816.732793522267,4962.746963562753,14865.96153846154,40.08522267206477,3.467408906882591,40.61518218623482,1511.1437246963562,197.25506072874495,313.43724696356276,638.3846153846154,362.12145748987854,1378.1369294605809,192.48340248962657,281.4253112033195,541.8132780082988,362.6244813278008,80429.68218623482,24461.231168831167,264600.4858299595,486022.0486815416,1.4964503042596349,510.48825910931174,1829.144939271255,1935.4914979757089,188.06518218623484,38.76685627530364,38010.827935222675,497.78128834355834,598.2944785276073,320.80365111561866,0.1291628004239351,256.8954048582996,297.9073886639676,3.4422686357743904,16.163774120853063,6.514797570850202,6.623724696356275,5.922267206477733,6.086821862348179,6.562894736842106,7.122813765182187,7.281214574898786,7.982955465587044,8.96682186234818,0.1089271255060728,-0.5925303643724698,-0.4279757085020243,0.0480971659919028,0.6080161943319837,0.766417004048583,1.468157894736842,2.4520242914979757,98.30490797546013,2.672315789473684,243.6170963562753,2.0729226720647773,1.1683615384615385,78.87145748987854,78.29190283400808,75.80425101214574,71.77307692307691,14.572554655870444,84.57975708502023,83.7757085020243,87.9423076923077,78.63198380566801,97.89352226720648,81.29777327935221,79.30647773279351,85.7165991902834,83.62429149797569,83.49898785425101,82.92631578947368,7.60661943319838,9.37925101214575,7.124817813765182,87.28999999999999,1378.600809716599,39815.96341463415,103800.3800813008,564.6527607361963,18.66005685840707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04,4236.546558704453,4173.477192982456,517698.9924623116,93192.8606060606,78.78104646464647,77.41181818181818,77.264898989899,78.63901616161617,80.69691717171717,76.97588888888889,81.6050505050505,102971.48282828282,96735.70707070708,5.982626262626263,13.60020202020202,2619.949494949495,1895.139393939394,1721.3171717171715,829.7858585858586,891.529292929293,338.8929292929293,87555.61414141415,23727.965656565655,721.9535353535354,4194.581818181819,18811.4303030303,10956.91111111111,7854.519191919192,63827.64848484848,4954.90303030303,14833.19191919192,4968.272727272727,14877.408080808082,40.0870707070707,3.4698989898989896,40.6169696969697,1511.3555555555556,197.1858585858586,313.4949494949495,638.5838383838384,362.1454545454545,1378.6128364389233,192.42857142857144,281.5983436853002,542.1097308488613,362.68530020703935,80705.20808080808,24549.906735751298,265129.73333333334,487378.1983805668,1.4962145748987852,511.7010101010101,1834.9818181818184,1937.149090909091,188.86505050505053,38.76886464646466,38014.0,499.4103975535168,600.891743119266,321.7894736842105,0.1291035656234817,259.2899797979798,300.98383838383836,3.4285269698909095,16.163774120853063,6.513454545454545,6.622525252525252,5.921797979797979,6.086343434343434,6.56220202020202,7.121555555555556,7.279151515151515,7.982343434343435,8.965616161616161,0.1090707070707071,-0.5916565656565657,-0.4271111111111111,0.0487474747474747,0.60810101010101,0.7656969696969697,1.468888888888889,2.452161616161616,98.29675840978594,2.6702779797979797,243.33970303030304,2.0719266666666667,1.1689523232323231,78.98989898989899,78.4121212121212,75.91010101010102,71.85959595959596,14.60349898989899,84.64808080808082,83.95232323232324,88.02848484848487,78.78484848484848,98.2169696969697,81.4351515151515,79.39979797979797,85.93353535353535,83.80262626262626,83.66343434343435,83.09454545454545,7.622060606060605,9.39589898989899,7.139212121212121,87.34809384164222,1384.67797979798,40138.836032388666,104975.23279352229,566.8529051987767,18.673539735099336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05,4250.32883064516,4179.753,518670.2506265664,93637.37096774194,78.91146975806453,77.51958467741936,77.37753024193547,78.71978427419354,80.86708870967742,77.12320766129032,81.6054435483871,103048.61693548386,96814.27620967742,5.978427419354839,13.597782258064516,2619.6169354838707,1895.0846774193549,1720.366935483871,829.4637096774194,890.9012096774194,338.77016129032256,87643.60483870968,23731.397177419356,721.5866935483871,4199.258064516129,18810.552419354837,10956.969758064515,7853.582661290323,63912.207661290326,4959.334677419355,14850.104838709678,4973.784274193548,14889.05241935484,40.08971774193548,3.472782258064516,40.62016129032258,1511.719758064516,197.0625,313.63709677419354,638.7701612903226,362.304435483871,1379.8037190082644,192.4917355371901,281.9442148760331,542.5785123966942,362.99793388429754,80966.93951612903,24649.97416020672,265659.1048387097,489112.70707070705,1.4957171717171716,512.9217741935485,1840.8842741935484,1938.8524193548387,189.65907258064516,38.77251814516129,38018.56451612903,501.0716463414634,603.7567073170732,322.78222222222223,0.1290447067151515,261.7135080645161,304.0501209677419,3.4285269698909087,16.271841152754565,6.512459677419354,6.621572580645162,5.921270161290322,6.085786290322581,6.561370967741936,7.119818548387096,7.2765524193548385,7.981653225806451,8.964475806451613,0.1091129032258064,-0.5911895161290323,-0.4266733870967741,0.0489112903225806,0.6073588709677419,0.7640927419354839,1.4691935483870968,2.452016129032258,98.2907012195122,2.668252620967741,243.0620564516129,2.0709395161290325,1.169557056451613,79.10725806451613,78.53064516129032,76.0155241935484,71.93790322580645,14.625951612903226,84.71290322580644,84.12822580645161,88.11310483870967,78.93487903225805,98.5407258064516,81.5711693548387,79.49254032258065,86.15040322580646,83.98024193548386,83.82701612903226,83.26189516129033,7.637439516129033,9.412701612903229,7.153608870967743,87.41198830409357,1390.7995967741936,40302.393939393936,105556.29292929292,569.047256097561,18.69812026431718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
