,RPI,W875RX1,CMRMTSPLx,IPFPNSS,USWTRADE,USTRADE,BUSLOANS,CONSPI,S&P 500,S&P PE ratio,FEDFUNDS,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,OILPRICEx,PPICMM,UMCSENTx
1999-09-01,3836.968312757202,3321.054004106776,434465.8786008231,76.5462566735113,4919.936344969199,14699.952772073922,485.7200626959248,0.1310761149485596,240.9168788501027,15.946036072206612,6.531663244353183,5.9347022587269,6.099178644763861,6.5758932238193015,7.136714579055441,7.296632443531828,7.989466119096509,8.977248459958933,-0.5969609856262834,-0.4324845995893224,0.044229979466119,0.6050513347022587,0.7649691991786448,1.457802874743326,2.4455852156057496,2.688368377823408,245.58287741273105,2.079388090349076,1.1640314168377823,14.421934291581108,84.14106776180698,86.87027027027028
1999-09-02,3836.968312757202,3321.054004106776,434465.8786008231,76.5462566735113,4919.936344969199,14699.952772073922,485.7200626959248,0.1310761149485596,240.9168788501027,15.946036072206612,6.531663244353183,5.9347022587269,6.099178644763861,6.5758932238193015,7.136714579055441,7.296632443531828,7.989466119096509,8.977248459958933,-0.5969609856262834,-0.4324845995893224,0.044229979466119,0.6050513347022587,0.7649691991786448,1.457802874743326,2.4455852156057496,2.688368377823408,245.58287741273105,2.079388090349076,1.1640314168377823,14.421934291581108,84.14106776180698,86.87027027027028
1999-09-03,3836.968312757202,3321.054004106776,434465.8786008231,76.5462566735113,4919.936344969199,14699.952772073922,485.7200626959248,0.1310761149485596,240.9168788501027,15.946036072206612,6.531663244353183,5.9347022587269,6.099178644763861,6.5758932238193015,7.136714579055441,7.296632443531828,7.989466119096509,8.977248459958933,-0.5969609856262834,-0.4324845995893224,0.044229979466119,0.6050513347022587,0.7649691991786448,1.457802874743326,2.4455852156057496,2.688368377823408,245.58287741273105,2.079388090349076,1.1640314168377823,14.421934291581108,84.14106776180698,86.87027027027028
1999-09-04,3836.968312757202,3321.054004106776,434465.8786008231,76.5462566735113,4919.936344969199,14699.952772073922,485.7200626959248,0.1310761149485596,240.9168788501027,15.946036072206612,6.531663244353183,5.9347022587269,6.099178644763861,6.5758932238193015,7.136714579055441,7.296632443531828,7.989466119096509,8.977248459958933,-0.5969609856262834,-0.4324845995893224,0.044229979466119,0.6050513347022587,0.7649691991786448,1.457802874743326,2.4455852156057496,2.688368377823408,245.58287741273105,2.079388090349076,1.1640314168377823,14.421934291581108,84.14106776180698,86.87027027027028
1999-09-05,3836.968312757202,3321.054004106776,434465.8786008231,76.5462566735113,4919.936344969199,14699.952772073922,485.7200626959248,0.1310761149485596,240.9168788501027,15.946036072206612,6.531663244353183,5.9347022587269,6.099178644763861,6.5758932238193015,7.136714579055441,7.296632443531828,7.989466119096509,8.977248459958933,-0.5969609856262834,-0.4324845995893224,0.044229979466119,0.6050513347022587,0.7649691991786448,1.457802874743326,2.4455852156057496,2.688368377823408,245.58287741273105,2.079388090349076,1.1640314168377823,14.421934291581108,84.14106776180698,86.87027027027028
1999-09-06,3836.968312757202,3321.054004106776,434465.8786008231,76.5462566735113,4919.936344969199,14699.952772073922,485.7200626959248,0.1310761149485596,240.9168788501027,15.946036072206612,6.531663244353183,5.9347022587269,6.099178644763861,6.5758932238193015,7.136714579055441,7.296632443531828,7.989466119096509,8.977248459958933,-0.5969609856262834,-0.4324845995893224,0.044229979466119,0.6050513347022587,0.7649691991786448,1.457802874743326,2.4455852156057496,2.688368377823408,245.58287741273105,2.079388090349076,1.1640314168377823,14.421934291581108,84.14106776180698,86.87027027027028
1999-09-07,3836.968312757202,3321.054004106776,434465.8786008231,76.5462566735113,4919.936344969199,14699.952772073922,485.7200626959248,0.1310761149485596,240.9168788501027,15.946036072206612,6.531663244353183,5.9347022587269,6.099178644763861,6.5758932238193015,7.136714579055441,7.296632443531828,7.989466119096509,8.977248459958933,-0.5969609856262834,-0.4324845995893224,0.044229979466119,0.6050513347022587,0.7649691991786448,1.457802874743326,2.4455852156057496,2.688368377823408,245.58287741273105,2.079388090349076,1.1640314168377823,14.421934291581108,84.14106776180698,86.87027027027028
1999-09-08,3836.968312757202,3321.054004106776,434465.8786008231,76.5462566735113,4919.936344969199,14699.952772073922,485.7200626959248,0.1310761149485596,240.9168788501027,15.946036072206612,6.531663244353183,5.9347022587269,6.099178644763861,6.5758932238193015,7.136714579055441,7.296632443531828,7.989466119096509,8.977248459958933,-0.5969609856262834,-0.4324845995893224,0.044229979466119,0.6050513347022587,0.7649691991786448,1.457802874743326,2.4455852156057496,2.688368377823408,245.58287741273105,2.079388090349076,1.1640314168377823,14.421934291581108,84.14106776180698,86.87027027027028
1999-09-09,3836.968312757202,3321.054004106776,434465.8786008231,76.5462566735113,4919.936344969199,14699.952772073922,485.7200626959248,0.1310761149485596,240.9168788501027,15.946036072206612,6.531663244353183,5.9347022587269,6.099178644763861,6.5758932238193015,7.136714579055441,7.296632443531828,7.989466119096509,8.977248459958933,-0.5969609856262834,-0.4324845995893224,0.044229979466119,0.6050513347022587,0.7649691991786448,1.457802874743326,2.4455852156057496,2.688368377823408,245.58287741273105,2.079388090349076,1.1640314168377823,14.421934291581108,84.14106776180698,86.87027027027028
1999-09-10,3836.968312757202,3321.054004106776,434465.8786008231,76.5462566735113,4919.936344969199,14699.952772073922,485.7200626959248,0.1310761149485596,240.9168788501027,15.946036072206612,6.531663244353183,5.9347022587269,6.099178644763861,6.5758932238193015,7.136714579055441,7.296632443531828,7.989466119096509,8.977248459958933,-0.5969609856262834,-0.4324845995893224,0.044229979466119,0.6050513347022587,0.7649691991786448,1.457802874743326,2.4455852156057496,2.688368377823408,245.58287741273105,2.079388090349076,1.1640314168377823,14.421934291581108,84.14106776180698,86.87027027027028
